,nim,mori,mobs,sep,ein,fs,frac_sh_trunc,mmin,flag_out,zs,xs,ys,m_type_sh,zl_sh,mass_sh,xl_sh,yl_sh,elip_sh,pol_sh,param1_sh,m_type_sat,zl_sat,mass_sat,xl_sat,yl_sat,elip_sat,pol_sat,param1_sat,m_type_hh,zl_hh,mass_hh,xl_hh,yl_hh,elip_hh,pol_hh,param1_hh,m_type_cen,zl_cen,mass_cen,xl_cen,yl_cen,elip_cen,pol_cen,param1_cen,m_type_pert,zl_pert,mass_pert,xl_pert,yl_pert,elip_pert,pol_pert,param1_pert,vel_disp
4892,3.0,21.71,22.62784,0.3054205,0.1555227,0.0,-1.0,21.07809,1.0,1.77,-0.03558871,0.0859088,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.519,1804995000000.0,0.0,0.0,0.3127096,51.45949,4.480405,1.0,1.519,42411710000.0,0.0,0.0,0.4481699,58.88922,0.02798585,2.0,1.519,1.77,0.0,0.0,0.05724291,155.1675,0.0,239.14698681085673
4895,3.0,21.05,21.46421,0.6629732,0.3196461,0.0,-1.0,19.62471,3.0,3.2,-0.07899551,-0.09684674,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.786,1907446000000.0,0.0,0.0,0.4780786,139.1632,3.9332,1.0,1.786,59313860000.0,0.0,0.0,0.1596899,163.8267,0.03303405,2.0,1.786,3.2,0.0,0.0,0.05461001,176.8753,0.0,260.6336275909437
4897,3.0,22.45,23.19104,0.5044992,0.2404208,0.0,-1.0,21.60362,1.0,3.24,0.1246332,0.104493,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.109,2018352000000.0,0.0,0.0,0.01051499,-178.475,3.730375,1.0,2.109,54995930000.0,0.0,0.0,0.07634967,-154.6685,0.07814754,2.0,2.109,3.24,0.0,0.0,0.0319954,111.1014,0.0,172.123509637022
4898,3.0,21.73,22.77428,2.093389,1.045669,0.0,-1.0,20.8992,1.0,1.2,-0.4060554,0.6370253,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.532,27561320000000.0,0.0,0.0,0.1739789,73.30615,3.221982,1.0,0.532,247040700000.0,0.0,0.0,0.1210996,112.5768,0.2919265,2.0,0.532,1.2,0.0,0.0,0.03248447,-122.3398,0.0,218.36207760111787
4899,3.0,23.73,23.27656,0.9901428,0.464048,0.0,-1.0,22.98822,1.0,2.66,-0.07066527,-0.1601799,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.503,6674212000000.0,0.0,0.0,0.3031473,-124.0881,4.037007,1.0,1.503,90101250000.0,0.0,0.0,0.08411665,-121.5328,0.07609691,2.0,1.503,2.66,0.0,0.0,0.1167828,-141.5264,0.0,217.5450281502256
4900,3.0,22.11,22.78464,1.04824,0.4152695,0.0,-1.0,21.3675,1.0,1.99,0.2848768,-0.2404191,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.756,1903711000000.0,0.0,0.0,0.2204574,14.575,11.9124,1.0,0.756,40038320000.0,0.0,0.0,0.3119078,-18.30198,0.1417315,2.0,0.756,1.99,0.0,0.0,0.1047214,166.2719,0.0,140.07992332085368
4902,5.0,22.57,21.38444,0.1211691,0.08722029,0.0,-1.0,20.49868,3.0,3.59,0.0005863641,-0.0133583,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.71,184926900000.0,0.0,0.0,0.4099154,-90.31388,7.849994,1.0,0.71,1679365000.0,0.0,0.0,0.578565,-89.1724,0.07498943,2.0,0.71,3.59,0.0,0.0,0.02600058,175.4948,0.0,44.60587594855916
4905,3.0,23.67,23.29162,0.1863514,0.1073296,0.0,-1.0,22.38397,3.0,2.35,-0.01599094,0.04014035,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.901,325836700000.0,0.0,0.0,0.2305855,147.871,7.156084,1.0,0.901,4646603000.0,0.0,0.0,0.2297534,107.5023,0.06677992,2.0,0.901,2.35,0.0,0.0,0.07098216,15.57323,0.0,63.6356689530243
4908,3.0,23.51,21.46259,38.79749,15.64373,0.0,-1.0,21.26338,3.0,1.62,-2.748649,3.684497,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.242,911556700000000.0,0.0,0.0,0.3636778,-140.9662,6.79007,1.0,0.242,843469900000.0,0.0,0.0,0.3265965,-135.821,3.811293,2.0,0.242,1.62,0.0,0.0,0.03215468,16.64732,0.0,525.0023473765846
4909,3.0,19.25,21.10672,1.166998,0.5445795,0.0,-1.0,18.63955,1.0,1.83,-0.09375993,0.5222326,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.086,8179295000000.0,0.0,0.0,0.587615,-125.1222,4.085804,1.0,1.086,142107300000.0,0.0,0.0,0.03665321,-96.9223,0.1329591,2.0,1.086,1.83,0.0,0.0,0.03452719,-177.8623,0.0,213.58111530437688
4913,3.0,21.05,19.81615,0.621463,0.2965571,0.0,-1.0,19.62007,3.0,2.13,-0.05309822,-0.007059678,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.241,1591580000000.0,0.0,0.0,0.3072295,-155.4173,6.01528,1.0,1.241,53789680000.0,0.0,0.0,0.157035,-177.0018,0.06906099,2.0,1.241,2.13,0.0,0.0,0.03587391,58.18052,0.0,178.35946098392208
4914,3.0,21.73,21.84592,1.786661,0.8116961,0.0,-1.0,20.8371,1.0,1.82,-0.391135,-0.3302177,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.302,2385421000000.0,0.0,0.0,0.1726144,29.94568,14.41709,1.0,0.302,60587840000.0,0.0,0.0,0.1894512,33.53148,0.2806505,2.0,0.302,1.82,0.0,0.0,0.0101195,77.41859,0.0,154.85556859183347
4915,3.0,19.89,19.12366,0.8332929,0.3026736,0.0,-1.0,18.82084,1.0,2.31,0.1344382,-0.06629172,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.807,1318887000000.0,0.0,0.0,0.4376132,1.544525,5.26586,1.0,0.807,44364470000.0,0.0,0.0,0.4177297,-0.1808018,0.0967008,2.0,0.807,2.31,0.0,0.0,0.1263094,-68.70138,0.0,144.39446841529212
4917,4.0,24.51,22.14244,2.806269,2.101369,0.0,-1.0,18.95541,3.0,2.85,-0.3408579,-0.009607865,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.566,52776820000000.0,0.0,0.0,0.374847,89.74416,6.141747,1.0,1.566,157098100000.0,0.0,0.0,0.3257026,79.02392,0.07260173,2.0,1.566,2.85,0.0,0.0,0.06262122,-170.467,0.0,303.4455145384123
4919,3.0,21.73,21.62244,2.224512,1.176027,0.0,-1.0,20.49481,3.0,1.4,-0.3012436,0.402416,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.217,5290404000000.0,0.0,0.0,0.2192519,32.07898,9.200764,1.0,0.217,125220700000.0,0.0,0.0,0.1902269,70.46449,0.5830271,2.0,0.217,1.4,0.0,0.0,0.03750884,127.9904,0.0,169.47259841789847
4920,3.0,23.51,22.93917,2.784188,1.105348,0.0,-1.0,22.78697,1.0,1.56,0.5069188,-0.3197598,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.454,14751700000000.0,0.0,0.0,0.4281825,-50.99312,5.852826,1.0,0.454,173468500000.0,0.0,0.0,0.492149,-40.85755,0.106793,2.0,0.454,1.56,0.0,0.0,0.03618291,-30.5021,0.0,301.0719541937205
4922,3.0,20.53,22.30782,1.60776,0.7016574,0.0,-1.0,19.94402,1.0,1.49,-0.1359218,0.6592944,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.548,4378233000000.0,0.0,0.0,0.3128895,131.2955,6.57979,1.0,0.548,79482800000.0,0.0,0.0,0.1016983,127.3754,0.07244861,2.0,0.548,1.49,0.0,0.0,0.009705116,-151.6585,0.0,235.51862269819443
4923,5.0,23.13,21.51994,5.231004,2.125701,0.0,-1.0,21.20128,3.0,2.12,-0.01368072,-0.7272158,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.144,95926970000000.0,0.0,0.0,0.390926,-1.483508,5.867549,1.0,0.144,441232500000.0,0.0,0.0,0.3325317,10.08757,1.992804,2.0,0.144,2.12,0.0,0.0,0.05350775,-172.2766,0.0,248.90831848659067
4926,3.0,21.27,22.52574,0.9664281,0.4004101,0.0,-1.0,20.11888,1.0,2.41,0.05651923,0.2978943,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.338,7233945000000.0,0.0,0.0,0.2284617,178.1643,4.031788,1.0,1.338,83835630000.0,0.0,0.0,0.2914551,166.9814,0.05533581,2.0,1.338,2.41,0.0,0.0,0.05279943,-160.7743,0.0,242.55505197512394
4927,3.0,23.27,22.81516,0.5724232,0.2245562,0.0,-1.0,22.03327,3.0,3.97,0.09277441,-0.09032312,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.476,399024900000.0,0.0,0.0,0.3543383,-62.41802,6.792637,1.0,0.476,12603660000.0,0.0,0.0,0.3301346,-32.18286,0.1177599,2.0,0.476,3.97,0.0,0.0,0.1300786,142.5175,0.0,82.5250294201564
4928,5.0,19.53,18.26867,0.4287018,0.2211542,0.0,-1.0,18.18827,3.0,3.3,0.004319761,0.01175734,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.072,1206514000000.0,0.0,0.0,0.3799683,91.42964,3.293092,1.0,2.072,29445190000.0,0.0,0.0,0.2213254,110.6283,0.03021096,2.0,2.072,3.3,0.0,0.0,0.1549384,-15.79573,0.0,194.02139275049868
4932,3.0,20.55,19.58875,1.039008,0.5098802,0.0,-1.0,19.12701,3.0,2.41,-0.06767639,0.07416593,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.652,2289366000000.0,0.0,0.0,0.2693194,-70.15547,3.863236,1.0,0.652,60538350000.0,0.0,0.0,0.2462735,-32.59736,0.08086973,2.0,0.652,2.41,0.0,0.0,0.06660815,-117.4016,0.0,186.40550892452444
4935,3.0,21.19,21.66285,0.8569754,0.3184003,0.0,-1.0,20.66526,1.0,2.03,0.2461774,-0.05276969,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.171,2146424000000.0,0.0,0.0,0.1625445,18.90769,4.703019,1.0,1.171,68441240000.0,0.0,0.0,0.4006293,-19.75746,0.03690131,2.0,1.171,2.03,0.0,0.0,0.056276,9.503946,0.0,267.28768884250223
4937,3.0,21.37,22.56305,2.219931,1.095428,0.0,-1.0,20.54344,1.0,0.83,-0.1722043,0.7771505,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.399,6895566000000.0,0.0,0.0,0.07019552,-120.2424,13.24084,1.0,0.399,128783000000.0,0.0,0.0,0.1925491,-87.10626,0.1663319,2.0,0.399,0.83,0.0,0.0,0.02097022,-90.73974,0.0,233.86703898709996
4939,3.0,21.37,22.99053,2.106074,0.9535727,0.0,-1.0,20.85064,1.0,1.29,-0.1659214,0.8712223,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.389,5386322000000.0,0.0,0.0,0.1876764,60.34176,5.615865,1.0,0.389,144087900000.0,0.0,0.0,0.2564709,51.73277,0.2518402,2.0,0.389,1.29,0.0,0.0,0.05010268,70.90032,0.0,194.56050636069116
4940,3.0,19.81,19.30914,2.465117,1.006461,0.0,-1.0,18.91185,1.0,1.5,-0.4731211,-0.1163806,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.4,10439200000000.0,0.0,0.0,0.4438293,26.21028,6.731576,1.0,0.4,150157500000.0,0.0,0.0,0.3046067,14.4277,0.1484549,2.0,0.4,1.5,0.0,0.0,0.04892078,-90.68106,0.0,250.52635631977077
4942,3.0,21.51,22.35334,0.2592251,0.1603369,0.0,-1.0,20.13113,3.0,2.57,0.05895678,-0.06291616,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.472,766613300000.0,0.0,0.0,0.1037822,46.09771,7.463284,1.0,1.472,11452950000.0,0.0,0.0,0.379682,71.73934,0.05768337,2.0,1.472,2.57,0.0,0.0,0.05372019,-145.1809,0.0,99.68984582513869
4943,3.0,23.47,22.84952,0.8569845,0.4337857,0.0,-1.0,22.49661,1.0,1.5,-0.09986837,0.1814959,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.65,1477792000000.0,0.0,0.0,0.3001386,-35.274,6.19146,1.0,0.65,62382970000.0,0.0,0.0,0.6134827,-58.71049,0.1570268,2.0,0.65,1.5,0.0,0.0,0.006274969,-178.2494,0.0,144.2739983167065
4944,5.0,23.93,22.12404,0.7904061,0.3789533,0.0,-1.0,21.90585,3.0,2.17,0.02904759,-0.01513716,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.683,814704300000.0,0.0,0.0,0.3014346,-176.416,6.049686,1.0,0.683,39596630000.0,0.0,0.0,0.3106481,-141.0896,0.07949566,2.0,0.683,2.17,0.0,0.0,0.08966126,79.7657,0.0,152.5863649727781
4945,3.0,21.73,22.16361,0.8170764,0.3925703,0.0,-1.0,20.99965,1.0,2.43,-0.1952507,0.003806081,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.414,756337500000.0,0.0,0.0,0.154227,64.05623,6.293886,1.0,0.414,29979620000.0,0.0,0.0,0.3442427,39.27034,0.1337642,2.0,0.414,2.43,0.0,0.0,0.08214792,51.71948,0.0,118.77007981818113
4947,3.0,19.31,20.15408,0.9972419,0.4012427,0.0,-1.0,18.86642,1.0,2.61,0.1802752,-0.2853242,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.835,1022228000000.0,0.0,0.0,0.3239765,119.4441,8.706358,1.0,0.835,32995990000.0,0.0,0.0,0.09619908,136.3002,0.07144728,2.0,0.835,2.61,0.0,0.0,0.1089458,-57.0382,0.0,146.29101348010929
4950,3.0,24.47,23.27535,1.71651,0.6506087,0.0,-1.0,23.01912,3.0,2.53,-0.2565819,0.119181,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.965,14642470000000.0,0.0,0.0,0.2467995,150.9582,5.338477,1.0,0.965,111711200000.0,0.0,0.0,0.4936369,153.6337,0.2267832,2.0,0.965,2.53,0.0,0.0,0.09070515,16.04263,0.0,175.4066763676656
4953,3.0,20.79,21.94061,0.4132492,0.158158,0.0,-1.0,20.14179,1.0,2.0,0.1068487,-0.1174712,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.117,635494300000.0,0.0,0.0,0.0952079,-5.664113,8.403012,1.0,1.117,19743640000.0,0.0,0.0,0.370567,-3.664151,0.06643302,2.0,1.117,2.0,0.0,0.0,0.02404153,-22.51368,0.0,117.28476232602029
4955,3.0,21.95,22.80018,1.180676,0.6237118,0.0,-1.0,21.21185,1.0,2.45,-0.422168,-0.2783842,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.525,2186437000000.0,0.0,0.0,0.130816,-68.67115,5.38428,1.0,0.525,77247570000.0,0.0,0.0,0.1082925,-87.02411,0.262951,2.0,0.525,2.45,0.0,0.0,0.02431409,-99.78468,0.0,135.5480413342606
4957,3.0,21.79,23.04154,1.547877,0.6315122,0.0,-1.0,21.17493,1.0,4.51,0.1953234,0.6737888,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.427,2495486000000.0,0.0,0.0,0.3201753,30.81568,5.816974,1.0,0.427,87639860000.0,0.0,0.0,0.3972213,24.77474,0.2840397,2.0,0.427,4.51,0.0,0.0,0.01582853,-41.25152,0.0,145.2262922794662
4960,5.0,24.23,22.77388,0.1765299,0.08590694,0.0,-1.0,22.46557,3.0,1.93,0.003369711,0.002873956,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.824,327340700000.0,0.0,0.0,0.1423799,-129.9384,6.398415,1.0,0.824,4277645000.0,0.0,0.0,0.2572183,-120.4648,0.07379731,2.0,0.824,1.93,0.0,0.0,0.08112893,-85.51013,0.0,59.10591973136665
4962,3.0,21.87,22.22657,2.559963,0.9787304,0.0,-1.0,21.09728,1.0,2.11,0.4247214,0.3822824,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.624,15723690000000.0,0.0,0.0,0.4816749,7.954966,6.023004,1.0,0.624,164915400000.0,0.0,0.0,0.2062837,-12.30371,0.2572109,2.0,0.624,2.11,0.0,0.0,0.08523044,15.83371,0.0,198.88538260410203
4965,3.0,23.67,22.99019,0.4629315,0.1926063,0.0,-1.0,22.55656,1.0,2.01,-0.02886674,0.06018625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.398,4891061000000.0,0.0,0.0,0.4546639,-71.06459,3.361614,1.0,1.398,72564380000.0,0.0,0.0,0.3099878,7.014736,0.1710863,2.0,1.398,2.01,0.0,0.0,0.06001258,145.993,0.0,144.17374811436824
4966,3.0,21.57,21.81677,0.9577381,0.5511338,0.0,-1.0,20.73278,1.0,1.99,0.02821651,-0.2779313,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.489,1024135000000.0,0.0,0.0,0.08792941,141.4761,6.224397,1.0,0.489,51681210000.0,0.0,0.0,0.2828297,103.1951,0.1908192,2.0,0.489,1.99,0.0,0.0,0.03943237,13.84465,0.0,127.98631945472641
4967,3.0,19.63,20.35064,1.202677,0.4518842,0.0,-1.0,18.69264,1.0,1.69,-0.005389916,-0.2759263,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.838,4803396000000.0,0.0,0.0,0.262148,-148.0295,6.397173,1.0,0.838,94427560000.0,0.0,0.0,0.4455965,-170.5484,0.09194771,2.0,0.838,1.69,0.0,0.0,0.06136469,49.26699,0.0,213.84118807089538
4970,3.0,20.77,20.15864,1.453504,0.7507105,0.0,-1.0,19.36878,3.0,2.66,0.1442794,0.1781157,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.902,7741461000000.0,0.0,0.0,0.3657654,-151.0761,5.254044,1.0,0.902,93302090000.0,0.0,0.0,0.1263012,-107.8673,0.09218595,2.0,0.902,2.66,0.0,0.0,0.07251057,137.9784,0.0,210.23595622535535
4972,3.0,21.93,21.5256,2.404704,0.9998092,0.0,-1.0,21.01088,1.0,2.44,-0.4615396,-0.1766701,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.621,19525270000000.0,0.0,0.0,0.2788127,-131.6206,3.191537,1.0,0.621,249838300000.0,0.0,0.0,0.3110529,-164.0311,0.3207773,2.0,0.621,2.44,0.0,0.0,0.1370885,-24.14564,0.0,205.43869037180517
4976,3.0,19.13,20.64162,0.8356283,0.3467547,0.0,-1.0,18.62079,1.0,1.32,0.370996,0.1202567,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.624,1505994000000.0,0.0,0.0,0.3463303,173.7453,7.621151,1.0,0.624,45998180000.0,0.0,0.0,0.2803614,212.662,0.1232488,2.0,0.624,1.32,0.0,0.0,0.05513494,-107.1036,0.0,141.72330624892967
4977,3.0,22.39,23.11609,0.83601,0.3666749,0.0,-1.0,21.99117,1.0,1.97,-0.2609153,0.01337103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.792,1172195000000.0,0.0,0.0,0.1767651,-170.1379,3.89715,1.0,0.792,42780190000.0,0.0,0.0,0.2652568,-228.8328,0.07110818,2.0,0.792,1.97,0.0,0.0,0.09727936,161.8167,0.0,161.32889415856468
4978,3.0,23.71,23.10297,1.025666,0.5308687,0.0,-1.0,22.85727,1.0,0.94,-0.07413097,-0.2118915,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.292,1199000000000.0,0.0,0.0,0.1722997,-132.4454,7.617911,1.0,0.292,54674460000.0,0.0,0.0,0.2517565,-122.0414,0.3061514,2.0,0.292,0.94,0.0,0.0,0.01167367,125.6363,0.0,126.1027462835874
4986,3.0,21.61,23.06719,0.8472267,0.3747738,0.0,-1.0,21.13523,1.0,1.79,-0.1585075,-0.3384181,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.742,1639621000000.0,0.0,0.0,0.07008774,-115.2656,5.489516,1.0,0.742,44869720000.0,0.0,0.0,0.1858655,-127.6483,0.1233129,2.0,0.742,1.79,0.0,0.0,0.07995552,-87.60208,0.0,133.91308910818168
4991,3.0,21.01,22.89519,1.601158,0.646268,0.0,-1.0,20.43216,1.0,2.27,0.2405949,-0.6979237,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.399,1361498000000.0,0.0,0.0,0.3257779,125.7702,11.37017,1.0,0.399,51979800000.0,0.0,0.0,0.4513587,140.1061,0.08428564,2.0,0.399,2.27,0.0,0.0,0.08976647,40.41462,0.0,195.44459821779841
4993,3.0,23.21,23.18544,0.809849,0.3387647,0.0,-1.0,22.57797,1.0,1.81,-0.2113397,0.01722043,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.464,746858500000.0,0.0,0.0,0.2483978,-35.83938,6.798668,1.0,0.464,29943060000.0,0.0,0.0,0.2974747,-21.79477,0.1225923,2.0,0.464,1.81,0.0,0.0,0.02082251,-179.3813,0.0,120.52989525946525
4995,3.0,19.19,19.54753,0.2059169,0.1062359,0.0,-1.0,18.14794,1.0,1.59,0.04577058,-0.009949404,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.32,639020900000.0,0.0,0.0,0.2392254,66.40407,4.962206,1.0,1.32,17289340000.0,0.0,0.0,0.3245484,126.7309,0.0210641,2.0,1.32,1.59,0.0,0.0,0.06913123,-125.2178,0.0,176.78298912620613
5004,3.0,22.61,23.21903,0.8020598,0.3952084,0.0,-1.0,22.05732,1.0,2.46,-0.01553521,-0.2483754,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.662,759650700000.0,0.0,0.0,0.09116601,28.47866,7.717368,1.0,0.662,22584670000.0,0.0,0.0,0.2404696,80.51303,0.0490404,2.0,0.662,2.46,0.0,0.0,0.08306184,-98.00498,0.0,147.26333291632466
5005,3.0,22.13,23.27258,0.4202531,0.1565451,0.0,-1.0,21.7224,1.0,2.77,0.1290586,0.1024958,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.352,691238500000.0,0.0,0.0,0.5806258,97.20328,3.262533,1.0,1.352,17918840000.0,0.0,0.0,0.3827672,18.43968,0.04015555,2.0,1.352,2.77,0.0,0.0,0.05595913,50.16871,0.0,131.3128956052851
